source_doc,element,index,text
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2116,a53e5_18 | 2115 | # of cigarettes 5th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2120,a53f3_18 | 2119 | age of 6th person living with you currently | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2122,a53f5_18 | 2121 | # of cigarettes 6th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2126,a53g3_18 | 2125 | age of 7th person living with you currently | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2128,a53g5_18 | 2127 | # of cigarettes 7th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2132,a53h3_18 | 2131 | age of 8th person living with you currently | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2134,a53h5_18 | 2133 | # of cigarettes 8th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2138,a53i3_18 | 2137 | age of 9th person living with you currently | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2140,a53i5_18 | 2139 | # of cigarettes 9th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2144,a53j3_18 | 2143 | age of 10th person living with you currently | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2146,a53j5_18 | 2145 | # of cigarettes 10th person usuallysmoke per day inside home | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2151,"a535_18 | 2150 | during past 1 year, was your home damaged from broken pipes or heavy rain? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2164,a553_18 | 2163 | anti-caries agent | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2172,a541_18 | 2171 | the average monthly cost for the elder living in an institution | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2175,a54a_18 | 2174 | year of being admitted to the institution or living alone | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2176,a54b_18 | 2175 | month of being admitted to the institution or living alone | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2179,a59a_18 | 2178 | year of being admitted to the living alone | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2180,a59b_18 | 2179 | month of being admitted to the living alone | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2183,b121_18 | 2182 | do you feel any change of your health since last year | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2191,"b28_18 | 2190 | in the past year, have you at least two weeks of hobbies, work, or other activit | Ordinal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2202,b310b_18 | 2201 | how many hours do you usually sleep each day? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2213,c11_18 | 2212 | what time of day is it right now? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2214,c12_18 | 2213 | what is the animal year of this year? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2215,c13_18 | 2214 | what is the date of the mid-autumn festival? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2250,d2_18 | 2249 | amount of staple food per day (liang) | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2257,d4meat1_18 | 2256 | how often ate meat at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2259,d4fish1_18 | 2258 | how often ate fish at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2261,d4egg1_18 | 2260 | how often ate eggs at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2263,d4bean1_18 | 2262 | how often ate food made from beans at around age 60? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2265,deveg1_18 | 2264 | how often ate salt-preserved vegetables at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2267,d4suga1_18 | 2266 | how often ate sugar at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2269,d4garl1_18 | 2268 | how often ate garlic at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2271,d4milk2_18 | 2270 | how often ate milk products at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2273,d4nut2_18 | 2272 | how often ate nut products at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2275,d4alga2_18 | 2274 | how often ate mushroom or algae at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2277,d4vit2_18 | 2276 | how often ate vitamins (a/c/e) at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2279,d4drug2_18 | 2278 | how often ate medicinal plants at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2281,d4tea1_18 | 2280 | how often drank tea at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2288,d6b_18 | 2287 | main source of water drank at around age 60 | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2292,d73_18 | 2291 | age when began smoking | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2293,d74_18 | 2292 | age when quit smoking if not smoking at present | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2294,d75_18 | 2293 | number of times smoke (or smoked) per day | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2298,d83_18 | 2297 | age when began drinking | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2299,d84_18 | 2298 | age when quit drinking if not drinking at present | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2302,d86_18 | 2301 | how much drinks do you drink on average every day? | Scale | A4
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2303,"d87_18 | 2302 | when stop drinking, do you feel anxious for most of the day for at least 2 days? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2306,d93_18 | 2305 | age when started to exercise | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2307,d94_18 | 2306 | age when quit exercise if not exercising at present | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2309,d102_18 | 2308 | age when began doing physical labor | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2310,d103_18 | 2309 | age when stopped doing physical labor | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2323,d12_18 | 2322 | # of times traveling beyond home county/city in the past two years | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2324,"e0_18 | 2323 | for the last 6 months, were you limited in activities because of health problem? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2326,e1b_18 | 2325 | how many days does this help last if bathing requires help from others? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2328,e2b_18 | 2327 | how many days does this help last if bathing requires help from others? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2330,e3b_18 | 2329 | how many days does this help last if you need help from others in the toilet? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2332,e4b_18 | 2331 | how many days does this help last for indoor activities that require help from | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2334,e5b_18 | 2333 | how many days does it last if incontinence or inability to control this state? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2336,e6b_18 | 2335 | how many days does this help last for a meal if someone needs help? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2351,f1_18 | 2350 | years of schooling | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2352,f2_18 | 2351 | main occupation before age 60 | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2356,"f22_18 | 2355 | if you have left/retired, which year did you leave/retire? | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2357,f221_18 | 2356 | what is your monthly pension if you have left/retired? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2358,f23_18 | 2357 | are you still engaged in paid jobs after retirement? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2359,f24_18 | 2358 | do you have public old age insurance? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2360,f25a1_18 | 2359 | what is the annual payment by individual if taking part in old age insurance? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2361,f25a2_18 | 2360 | what is the annual subsidy by government if taking part in old age insurance? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2362,f25b1_18 | 2361 | which year did you take part in public old age insurance? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2363,f25b2_18 | 2362 | which month did you take part in public old age insurance? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2364,f26_18 | 2363 | what is your monthly pension from old age insurance at present? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2365,f27_18 | 2364 | what's the reason that you did not take part in old age insurance? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2376,f35_18 | 2375 | total income of your household last year | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2379,"f41b1_18 | 2378 | if yes, which year to be cohabited? | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2380,"f41b2_18 | 2379 | if yes, which month to be cohabited? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2382,f43a4_18 | 2381 | quality of the 1st marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2383,f43b4_18 | 2382 | quality of the 2nd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2384,f43c4_18 | 2383 | quality of the 3rd marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2385,f43d4_18 | 2384 | quality of the latest marriage | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2386,f44_18 | 2385 | years of schooling of the latest spouse | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2387,f45_18 | 2386 | main occupation of the latest spouse before age 60 | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2395,f62_18 | 2394 | got adequate medical treatment at around age 60 | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2399,f64b_18 | 2398 | do you have public old-age insurance at present | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2400,f64c_18 | 2399 | do you have private or commercial old-age insurance at present | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2407,f651a1_18 | 2406 | how much money did you spend on outpatient costs last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2408,f651b1_18 | 2407 | how much money did your family pay for outpatient costs last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2409,f651a2_18 | 2408 | how much money did you spend on inpatient costs last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2410,f651b2_18 | 2409 | how much money did your family pay for inpatient costs last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2413,f652b_18 | 2412 | do you have regular phycial examination once every year? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2416,f721_18 | 2415 | mother's age if alive | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2417,f722_18 | 2416 | mother's age at death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2418,f73_18 | 2417 | respondent's age at mother's death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2419,f74_18 | 2418 | how many years did your mother attend school? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2421,f821_18 | 2420 | father's age if alive | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2422,f822_18 | 2421 | father's age at death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2423,f83_18 | 2422 | respondent's age at father's death | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2424,f84_18 | 2423 | father's main occupation before age 60 | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2428,f86_18 | 2427 | years of schooling your father received | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2429,f91_18 | 2428 | birth order of respondent | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2430,f92a1_18 | 2429 | birth order of the 1st sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2433,"f92a4_18 | 2432 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2437,f92b1_18 | 2436 | birth order of the 2nd sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2440,"f92b4_18 | 2439 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2444,f92c1_18 | 2443 | birth order of the 3rd sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2447,"f92c4_18 | 2446 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2451,f92d1_18 | 2450 | birth order of the 4th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2454,"f92d4_18 | 2453 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2458,f92e1_18 | 2457 | birth order of the 5th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2461,"f92e4_18 | 2460 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2465,f92f1_18 | 2464 | birth order of the 6th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2468,"f92f4_18 | 2467 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2472,f92g1_18 | 2471 | birth order of the 7th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2475,"f92g4_18 | 2474 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2479,f92h1_18 | 2478 | birth order of the 8th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2482,"f92h4_18 | 2481 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2486,f92i1_18 | 2485 | birth order of the 9th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2489,"f92i4_18 | 2488 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2493,f92j1_18 | 2492 | birth order of the 10th sibling | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2496,"f92j4_18 | 2495 | sibling's age at present if alive, or age at death if died | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2502,f101_18 | 2501 | age at first birth | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2503,f102_18 | 2502 | age at last birth | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2507,"f103a4_18 | 2506 | the 1st child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2514,"f103b4_18 | 2513 | the 2nd child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2521,"f103c4_18 | 2520 | the 3rd child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2528,"f103d4_18 | 2527 | the 4th child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2535,"f103e4_18 | 2534 | the 5th child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2542,"f103f4_18 | 2541 | the 6th child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2549,"f103g4_18 | 2548 | the 7th child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2556,"f103h4_18 | 2555 | the 8th child's age at present if alive, or age the child would be if s/he alive | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2563,"f103i4_18 | 2562 | the 9th child's age at present if alive, or age the child would be if s/he aliv | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2570,"f103j4_18 | 2569 | the 10th child's age at present if alive, or age the child would be if s/he aliv | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2577,"f103k4_18 | 2576 | the 11th child's age at present if alive, or age the child would be if s/he aliv | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2584,"f103l4_18 | 2583 | the 12th child's age at present if alive, or age the child would be if s/he aliv | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2591,"f103m4_18 | 2590 | the 13th child's age at present if alive, or age the child would be if s/he aliv | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2602,f12a_18 | 2601 | how much did you receive from your son(s) or daughter(s)-in-law last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2603,f12b_18 | 2602 | how much did you receive from your daughter(s) or son(s)-in-law last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2604,f12c_18 | 2603 | how much did you receive from your grandchild(ren) last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2605,f13a_18 | 2604 | how much did you give to your son(s) or daughter(s)-in-law last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2606,f13b_18 | 2605 | how much did you give to your daughter(s) or son(s)-in-law last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2607,f13c_18 | 2606 | how much did you give to your grandchild(ren)in last year? | Scale | F12
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2632,g23_18 | 2631 | how often do you brush your teeth every day? | Ordinal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2633,"g24_18 | 2632 | during the past 6 months, did you have a toothache more than once? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2635,"g25_18 | 2634 | during the past 6 months, did you have pain in jaw joint or so more than once? | Nominal | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2641,g4c1_18 | 2640 | have you fallen in the past year? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2642,g4c2_18 | 2641 | how many times have you fallen in the past year? | Scale | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2663,g1062_18 | 2662 | at what age did you first notice a hearing difficulty? | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2668,g131_18 | 2667 | # of times suffering from serious illness within the past two years | Nominal | F8
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2671,"g14a2_18 | 2670 | 1st time, number of days in hospital or bedridden | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2673,"g14b2_18 | 2672 | 2nd time, number of days in hospital or bedridden | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2675,"g14c2_18 | 2674 | last time, days in hospital or bedridden | Scale | F8"
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2784,g1721b_18 | 2783 | how many years are you taking? | Scale | F8.2
CLHLS/CLHLS_codebook 1998-2018/codebook_for_2011_2018_longitudinal_dataset.docx,table_1_row,2787,g1722b_18 | 2786 | how many years are you taking? | Scale | F8.2
